CFOP,DESCRIÇÃO,APLICAÇÃO,
3.126,"Compra para utilização na prestação de serviço sujeita ao ICMS (AJUSTE SINIEF 4, DE 9 DE JULHO DE 2010) efeitos a partir de 1º de janeiro de 2011- DECRETO 36.465/2011","Classificam-se neste código as entradas de mercadorias a serem utilizadas nas prestações de serviços sujeitas ao ICMS (AJUSTE SINIEF 4, DE 9 DE JULHO DE 2010). efeitos a partir de 1º de janeiro de 2011- DECRETO 36.465/2011",
3.127,Compra para industrialização sob o regime de drawback,"Classificam-se neste código as compras de mercadorias a serem utilizadas em processo de industrialização e posterior exportação do produto resultante, cujas vendas serão classificadas no código 7.127 - Venda de produção do estabelecimento sob o regime de drawback.",
3.128,"Compra para utilização na prestação de serviço sujeita ao ISSQN(AJUSTE SINIEF 4, DE 9 DE JULHO DE 2010) efeitos a partir de 1º de janeiro de 2011- DECRETO 36.465/2011","Classificam-se neste código as entradas de mercadorias a serem utilizadas nas prestações de serviços sujeitas ao ISSQN. (AJUSTE SINIEF 4, DE 9 DE JULHO DE 2010) efeitos a partir de 1º de janeiro de 2011- DECRETO 36.465/2011",
3.2,"DEVOLUÇÕES DE VENDAS DE PRODUÇÃO PRÓPRIA, DE TERCEIROS OU ANULAÇÕES DE VALORES", Início,
3.201,Devolução de venda de produção do estabelecimento,"Devolução de venda de produto industrializado ou produzido pelo próprio estabelecimento, cuja saída tenha sido classificada como ""Venda de produção do estabelecimento"".",
,,,
,,"(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)",
3.202,Devolução de venda de mercadoria adquirida ou recebida de terceiros,"Classificam-se neste código as devoluções de vendas de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de industrialização no estabelecimento, cujas saídas tenham sido classificadas como Venda de mercadoria adquirida ou recebida de terceiros.",
3.205,Anulação de valor relativo à prestação de serviço de comunicação,"Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes de prestações de serviços de comunicação.",
3.206,Anulação de valor relativo à prestação de serviço de transporte,"Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes de prestações de serviços de transporte.",
3.207,Anulação de valor relativo à venda de energia elétrica,"Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes de venda de energia elétrica.",
3.211,Devolução de venda de produção do estabelecimento sob o regime de drawback,Classificam-se neste código as devoluções de vendas de produtos industrializados pelo estabelecimento sob o regime de drawback.,
3.25,COMPRAS DE ENERGIA ELÉTRICA, Início,
3.251,Compra de energia elétrica para distribuição ou comercialização,Classificam-se neste código as compras de energia elétrica utilizada em sistema de distribuição ou comercialização. Também serão classificadas neste código as compras de energia elétrica por cooperativas para distribuição aos seus cooperados.,
3.25,COMPRAS DE ENERGIA ELÉTRICA, Início,
3.301,Aquisição de serviço de comunicação para execução de serviço da mesma natureza,Classificam-se neste código as aquisições de serviços de comunicação utilizados nas prestações de serviços da mesma natureza.,
3.35,AQUISIÇÕES DE SERVIÇOS DE TRANSPORTE, Início,
3.351,Aquisição de serviço de transporte para execução de serviço da mesma natureza,Classificam-se neste código as aquisições de serviços de transporte utilizados nas prestações de serviços da mesma natureza.,
3.352,Aquisição de serviço de transporte por estabelecimento industrial,Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento industrial. Também serão classificadas neste código as aquisições de serviços de transporte utilizados por estabelecimento industrial de cooperativa.,
3.353,Aquisição de serviço de transporte por estabelecimento comercial,Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento comercial. Também serão classificadas neste código as aquisições de serviços de transporte utilizados por estabelecimento comercial de cooperativa.,
3.354,Aquisição de serviço de transporte por estabelecimento de prestador de serviço de comunicação,Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento prestador de serviços de comunicação.,
3.355,Aquisição de serviço de transporte por estabelecimento de geradora ou de distribuidora de energia elétrica,Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento de geradora ou de distribuidora de energia elétrica.,
3.356,Aquisição de serviço de transporte por estabelecimento de produtor rural,Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento de produtor rural.,
3.5,ENTRADAS DE MERCADORIAS REMETIDAS COM FIM ESPECÍFICO DE EXPORTAÇÃO E EVENTUAIS DEVOLUÇÕES, Início,
3.503,Devolução de mercadoria exportada que tenha sido recebida com fim específico de exportação,"Classificam-se neste código as devoluções de mercadorias exportadas por trading company, empresa comercial exportadora ou outro estabelecimento do remetente, recebidas com fim específico de exportação, cujas saídas tenham sido classificadas no código 7.501 - Exportação de mercadorias recebidas com fim específico de exportação.",
3.55,OPERAÇÕES COM BENS DE ATIVO IMOBILIZADO E MATERIAIS PARA USO OU CONSUMO, Início,
3.551,Compra de bem para o ativo imobilizado,Classificam-se neste código as compras de bens destinados ao ativo imobilizado do estabelecimento.,
3.553,Devolução de venda de bem do ativo imobilizado,"Classificam-se neste código as devoluções de vendas de bens do ativo imobilizado, cujas saídas tenham sido classificadas no código 7.551 - Venda de bem do ativo imobilizado.",
3.556,Compra de material para uso ou consumo,Classificam-se neste código as compras de mercadorias destinadas ao uso ou consumo do estabelecimento.,
3.65,"ENTRADAS DE COMBUSTÍVEIS, DERIVADOS OU NÃO DE PETRÓLEO, E LUBRIFICANTES", (ACR Ajuste SINIEF 9/2003 - a partir 01.01.2004) (Decreto Nº 26.174 de 26/11/2003),
,,,
,,Início,
3.651,Compra de combustível ou lubrificante para industrialização subseqüente,Compra de combustível ou lubrificante a ser utilizados em processo de industrialização do próprio produto. (a partir 01.01.2004 -  Decreto Nº 26.174 de 26/11/2003),
3.652,Compra de combustível ou lubrificante para comercialização,Compra de combustível ou lubrificante a ser comercializados. (a partir 01.01.2004 -  Decreto Nº 26.174 de 26/11/2003),
3.653,Compra de combustível ou lubrificante por consumidor ou usuário final,"Compra de combustível ou lubrificante, a ser consumidos em processo de industrialização de outros produtos, na produção rural, na prestação de serviço ou por usuário final.",
,,,
,,"(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)",
3.9,OUTRAS ENTRADAS DE MERCADORIAS OU AQUISIÇÕES DE SERVIÇOS, Início,
3.93,Lançamento efetuado a título de entrada de bem sob amparo de regime especial aduaneiro de admissão temporária,Lançamento efetuado a título de entrada de bem amparada por regime especial aduaneiro de admissão temporária. – (Decreto Nº 26.174 de 26/11/2003). a partir 01.01.2004  ,
3.949,Outra entrada de mercadoria ou prestação de serviço não especificado,Outra entrada de mercadoria ou prestação de serviço que não tenham sido especificada nos códigos anteriores. – (Decreto Nº 26.174 de 26/11/2003). a partir 01.01.2004  ,
5,SAÍDAS OU PRESTAÇÕES DE SERVIÇOS PARA O ESTADO,"Classificam-se, neste grupo, as operações ou prestações em que o estabelecimento remetente esteja localizado na mesma unidade da Federação do destinatário.",
5.1,VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS, Início,
5.101,Venda de produção do estabelecimento,"Venda de produto industrializado ou produzido pelo estabelecimento, bem como a de mercadoria por estabelecimento industrial ou produtor rural de cooperativa destinada a seus cooperados ou a estabelecimento de outra cooperativa.",
,,,
,,"(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)",
5.102,Venda de mercadoria adquirida ou recebida de terceiros,"Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros para industrialização ou comercialização, que não tenham sido objeto de qualquer processo industrial no estabelecimento. Também serão classificadas neste código as vendas de mercadorias por estabelecimento comercial de cooperativa destinadas a seus cooperados ou estabelecimento de outra cooperativa.",
5.103,Venda de produção do estabelecimento efetuada fora do estabelecimento,"Venda efetuada fora do estabelecimento, inclusive por meio de veículo, de produto industrializado ou produzido no estabelecimento.",
,,,
,,"(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)",
5.104,"Venda de mercadoria adquirida ou recebida de terceiros, efetuada fora do estabelecimento","Classificam-se neste código as vendas efetuadas fora do estabelecimento, inclusive por meio de veículo, de mercadorias adquiridas ou recebidas de terceiros para industrialização ou comercialização, que não tenham sido objeto de qualquer processo industrial no estabelecimento.",
5.105,Venda de produção do estabelecimento que não deva por ele transitar,"Classificam-se neste código as vendas de produtos industrializados no estabelecimento, armazenados em depósito fechado, armazém geral ou outro sem que haja retorno ao estabelecimento depositante.",
5.106,"Venda de mercadoria adquirida ou recebida de terceiros, que não deva por ele transitar","Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros para industrialização ou comercialização, armazenadas em depósito fechado, armazém geral ou outro, que não tenham sido objeto de qualquer processo industrial no estabelecimento sem que haja retorno ao estabelecimento depositante. Também serão classificadas neste código as vendas de mercadorias importadas, cuja saída ocorra do recinto alfandegado ou da repartição alfandegária onde se processou o desembaraço aduaneiro, com destino ao estabelecimento do comprador, sem transitar pelo estabelecimento do importador.",
